id;documento
1227;"<b>Indivíduo de numero 1227 registrado pela equipe do Trecho 05 na cidade de Araquari,Balneário Barra Do Sul,Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1228;"<b>Indivíduo de numero 1228 registrado pela equipe do Trecho 05 na cidade de Araquari,Balneário Barra Do Sul,Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul. Espécie: Caretta caretta, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1229;"<b>Indivíduo de numero 1229 registrado pela equipe do Trecho 06 na cidade de Matinhos (Paraná), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Sudoeste. Espécie: Phalacrocorax brasilianus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 3 e Não apresentava oleo.</b><br>"
1230;"<b>Indivíduo de numero 1230 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste. Espécie: Charadrius semipalmatus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1231;"<b>Indivíduo de numero 1231 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Fregata magnificens, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1232;"<b>Indivíduo de numero 1232 registrado pela equipe do Trecho 04 na cidade de Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1233;"<b>Indivíduo de numero 1233 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1234;"<b>Indivíduo de numero 1234 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1235;"<b>Indivíduo de numero 1235 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1236;"<b>Indivíduo de numero 1236 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1237;"<b>Indivíduo de numero 1237 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Sula leucogaster, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1238;"<b>Indivíduo de numero 1238 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1239;"<b>Indivíduo de numero 1239 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Sudeste. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo.</b><br>"
1240;"<b>Indivíduo de numero 1240 registrado pela equipe do Trecho 05 na cidade de Araquari,Balneário Barra Do Sul,Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1241;"<b>Indivíduo de numero 1241 registrado pela equipe do Trecho 05 na cidade de Araquari,Balneário Barra Do Sul,Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1242;"<b>Indivíduo de numero 1242 registrado pela equipe do Trecho 05 na cidade de Araquari,Balneário Barra Do Sul,Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1243;"<b>Indivíduo de numero 1243 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1244;"<b>Indivíduo de numero 1244 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento N/A. Espécie: Pontoporia blainvillei, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1245;"<b>Indivíduo de numero 1245 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Sotalia guianensis, Adulto Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1246;"<b>Indivíduo de numero 1246 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1247;"<b>Indivíduo de numero 1247 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Pontoporia blainvillei, Filhote Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1248;"<b>Indivíduo de numero 1248 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste. Espécie: Procellaria aequinoctialis, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1249;"<b>Indivíduo de numero 1249 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1250;"<b>Indivíduo de numero 1250 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1251;"<b>Indivíduo de numero 1251 registrado pela equipe do Trecho 06 na cidade de Paranaguá (Paraná), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sul. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1252;"<b>Indivíduo de numero 1252 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Sul. Espécie: Caretta caretta, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1253;"<b>Indivíduo de numero 1253 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Leste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1254;"<b>Indivíduo de numero 1254 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Leste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1255;"<b>Indivíduo de numero 1255 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1256;"<b>Indivíduo de numero 1256 registrado pela equipe do Trecho 02 na cidade de Palhoça (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Sula leucogaster, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 3 e Não apresentava oleo.</b><br>"
1257;"<b>Indivíduo de numero 1257 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Spheniscus magellanicus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 3 e Não apresentava oleo.</b><br>"
1258;"<b>Indivíduo de numero 1258 registrado pela equipe do Trecho 06 na cidade de Guaraqueçaba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Oeste. Espécie: Dermochelys coriacea, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1259;"<b>Indivíduo de numero 1259 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste. Espécie: Puffinus puffinus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1260;"<b>Indivíduo de numero 1260 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Nordeste. Espécie: Eubalaena australis, Filhote Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Água com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1261;"<b>Indivíduo de numero 1261 registrado pela equipe do Trecho 04 na cidade de Bombinhas (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1262;"<b>Indivíduo de numero 1262 registrado pela equipe do Trecho 04 na cidade de Bombinhas (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1263;"<b>Indivíduo de numero 1263 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Leste. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1264;"<b>Indivíduo de numero 1264 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Norte. Espécie: Pontoporia blainvillei, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1265;"<b>Indivíduo de numero 1265 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste. Espécie: Larus dominicanus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1266;"<b>Indivíduo de numero 1266 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1267;"<b>Indivíduo de numero 1267 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1268;"<b>Indivíduo de numero 1268 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1269;"<b>Indivíduo de numero 1269 registrado pela equipe do Trecho 06 na cidade de Matinhos (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1270;"<b>Indivíduo de numero 1270 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Leste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1271;"<b>Indivíduo de numero 1271 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Caretta caretta, Adulto Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1272;"<b>Indivíduo de numero 1272 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento N/A. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
